accession	TF	annotationSource	description	#motif_id	motif_name	motif_description	source_name	source_version	gene_name	motif_similarity_qvalue	similar_motif_id	similar_motif_description	orthologous_identity	orthologous_gene_name	orthologous_species
ENCFF413WBU	maf-S	directAnnotation	gene is directly annotated	ENCFF413WBU	ENCFF413WBU	ENCFF413WBU	chip	2.0	maf-S	0	None	None	1	None	None
ENCFF393QKV	maf-S	directAnnotation	gene is directly annotated	ENCFF393QKV	ENCFF393QKV	ENCFF393QKV	chip	2.0	maf-S	0	None	None	1	None	None
ENCFF644YQB	CoRest	directAnnotation	gene is directly annotated	ENCFF644YQB	ENCFF644YQB	ENCFF644YQB	chip	2.0	CoRest	0	None	None	1	None	None
ENCFF951JFE	CoRest	directAnnotation	gene is directly annotated	ENCFF951JFE	ENCFF951JFE	ENCFF951JFE	chip	2.0	CoRest	0	None	None	1	None	None
ENCFF176VOL	CoRest	directAnnotation	gene is directly annotated	ENCFF176VOL	ENCFF176VOL	ENCFF176VOL	chip	2.0	CoRest	0	None	None	1	None	None
ENCFF042ZJV	CoRest	directAnnotation	gene is directly annotated	ENCFF042ZJV	ENCFF042ZJV	ENCFF042ZJV	chip	2.0	CoRest	0	None	None	1	None	None
ENCFF563WRL	CG31365	directAnnotation	gene is directly annotated	ENCFF563WRL	ENCFF563WRL	ENCFF563WRL	chip	2.0	CG31365	0	None	None	1	None	None
ENCFF388MWY	CG31365	directAnnotation	gene is directly annotated	ENCFF388MWY	ENCFF388MWY	ENCFF388MWY	chip	2.0	CG31365	0	None	None	1	None	None
ENCFF834ZPY	CG31365	directAnnotation	gene is directly annotated	ENCFF834ZPY	ENCFF834ZPY	ENCFF834ZPY	chip	2.0	CG31365	0	None	None	1	None	None
ENCFF766CTF	pzg	directAnnotation	gene is directly annotated	ENCFF766CTF	ENCFF766CTF	ENCFF766CTF	chip	2.0	pzg	0	None	None	1	None	None
ENCFF606OBN	pzg	directAnnotation	gene is directly annotated	ENCFF606OBN	ENCFF606OBN	ENCFF606OBN	chip	2.0	pzg	0	None	None	1	None	None
ENCFF761JMW	pzg	directAnnotation	gene is directly annotated	ENCFF761JMW	ENCFF761JMW	ENCFF761JMW	chip	2.0	pzg	0	None	None	1	None	None
ENCFF264QQG	pzg	directAnnotation	gene is directly annotated	ENCFF264QQG	ENCFF264QQG	ENCFF264QQG	chip	2.0	pzg	0	None	None	1	None	None
ENCFF684TAB	foxo	directAnnotation	gene is directly annotated	ENCFF684TAB	ENCFF684TAB	ENCFF684TAB	chip	2.0	foxo	0	None	None	1	None	None
ENCFF728IAY	foxo	directAnnotation	gene is directly annotated	ENCFF728IAY	ENCFF728IAY	ENCFF728IAY	chip	2.0	foxo	0	None	None	1	None	None
ENCFF443BTE	foxo	directAnnotation	gene is directly annotated	ENCFF443BTE	ENCFF443BTE	ENCFF443BTE	chip	2.0	foxo	0	None	None	1	None	None
ENCFF243GAO	foxo	directAnnotation	gene is directly annotated	ENCFF243GAO	ENCFF243GAO	ENCFF243GAO	chip	2.0	foxo	0	None	None	1	None	None
ENCFF062TBF	Dad	directAnnotation	gene is directly annotated	ENCFF062TBF	ENCFF062TBF	ENCFF062TBF	chip	2.0	Dad	0	None	None	1	None	None
ENCFF911CIG	Dad	directAnnotation	gene is directly annotated	ENCFF911CIG	ENCFF911CIG	ENCFF911CIG	chip	2.0	Dad	0	None	None	1	None	None
ENCFF573ZSR	Dad	directAnnotation	gene is directly annotated	ENCFF573ZSR	ENCFF573ZSR	ENCFF573ZSR	chip	2.0	Dad	0	None	None	1	None	None
ENCFF056LLB	Dad	directAnnotation	gene is directly annotated	ENCFF056LLB	ENCFF056LLB	ENCFF056LLB	chip	2.0	Dad	0	None	None	1	None	None
ENCFF577QCZ	phol	directAnnotation	gene is directly annotated	ENCFF577QCZ	ENCFF577QCZ	ENCFF577QCZ	chip	2.0	phol	0	None	None	1	None	None
ENCFF619CRN	phol	directAnnotation	gene is directly annotated	ENCFF619CRN	ENCFF619CRN	ENCFF619CRN	chip	2.0	phol	0	None	None	1	None	None
ENCFF615EUU	phol	directAnnotation	gene is directly annotated	ENCFF615EUU	ENCFF615EUU	ENCFF615EUU	chip	2.0	phol	0	None	None	1	None	None
ENCFF611WCP	phol	directAnnotation	gene is directly annotated	ENCFF611WCP	ENCFF611WCP	ENCFF611WCP	chip	2.0	phol	0	None	None	1	None	None
ENCFF570FPG	Snoo	directAnnotation	gene is directly annotated	ENCFF570FPG	ENCFF570FPG	ENCFF570FPG	chip	2.0	Snoo	0	None	None	1	None	None
ENCFF328LIE	Snoo	directAnnotation	gene is directly annotated	ENCFF328LIE	ENCFF328LIE	ENCFF328LIE	chip	2.0	Snoo	0	None	None	1	None	None
ENCFF929AFT	Snoo	directAnnotation	gene is directly annotated	ENCFF929AFT	ENCFF929AFT	ENCFF929AFT	chip	2.0	Snoo	0	None	None	1	None	None
ENCFF083SUP	Snoo	directAnnotation	gene is directly annotated	ENCFF083SUP	ENCFF083SUP	ENCFF083SUP	chip	2.0	Snoo	0	None	None	1	None	None
ENCFF046JWO	Meics	directAnnotation	gene is directly annotated	ENCFF046JWO	ENCFF046JWO	ENCFF046JWO	chip	2.0	Meics	0	None	None	1	None	None
ENCFF949RFP	Meics	directAnnotation	gene is directly annotated	ENCFF949RFP	ENCFF949RFP	ENCFF949RFP	chip	2.0	Meics	0	None	None	1	None	None
ENCFF551HRG	Meics	directAnnotation	gene is directly annotated	ENCFF551HRG	ENCFF551HRG	ENCFF551HRG	chip	2.0	Meics	0	None	None	1	None	None
ENCFF362YNQ	CrebB	directAnnotation	gene is directly annotated	ENCFF362YNQ	ENCFF362YNQ	ENCFF362YNQ	chip	2.0	CrebB	0	None	None	1	None	None
ENCFF817CVL	CrebB	directAnnotation	gene is directly annotated	ENCFF817CVL	ENCFF817CVL	ENCFF817CVL	chip	2.0	CrebB	0	None	None	1	None	None
ENCFF655EMQ	CrebB	directAnnotation	gene is directly annotated	ENCFF655EMQ	ENCFF655EMQ	ENCFF655EMQ	chip	2.0	CrebB	0	None	None	1	None	None
ENCFF882KSQ	CrebB	directAnnotation	gene is directly annotated	ENCFF882KSQ	ENCFF882KSQ	ENCFF882KSQ	chip	2.0	CrebB	0	None	None	1	None	None
ENCFF917VQF	Clamp	directAnnotation	gene is directly annotated	ENCFF917VQF	ENCFF917VQF	ENCFF917VQF	chip	2.0	Clamp	0	None	None	1	None	None
ENCFF158IZI	Clamp	directAnnotation	gene is directly annotated	ENCFF158IZI	ENCFF158IZI	ENCFF158IZI	chip	2.0	Clamp	0	None	None	1	None	None
ENCFF562MCB	Clamp	directAnnotation	gene is directly annotated	ENCFF562MCB	ENCFF562MCB	ENCFF562MCB	chip	2.0	Clamp	0	None	None	1	None	None
ENCFF384PLZ	scrt	directAnnotation	gene is directly annotated	ENCFF384PLZ	ENCFF384PLZ	ENCFF384PLZ	chip	2.0	scrt	0	None	None	1	None	None
ENCFF645OZT	scrt	directAnnotation	gene is directly annotated	ENCFF645OZT	ENCFF645OZT	ENCFF645OZT	chip	2.0	scrt	0	None	None	1	None	None
ENCFF030DWS	scrt	directAnnotation	gene is directly annotated	ENCFF030DWS	ENCFF030DWS	ENCFF030DWS	chip	2.0	scrt	0	None	None	1	None	None
ENCFF795BYV	fkh	directAnnotation	gene is directly annotated	ENCFF795BYV	ENCFF795BYV	ENCFF795BYV	chip	2.0	fkh	0	None	None	1	None	None
ENCFF662KLB	fkh	directAnnotation	gene is directly annotated	ENCFF662KLB	ENCFF662KLB	ENCFF662KLB	chip	2.0	fkh	0	None	None	1	None	None
ENCFF024PFF	fkh	directAnnotation	gene is directly annotated	ENCFF024PFF	ENCFF024PFF	ENCFF024PFF	chip	2.0	fkh	0	None	None	1	None	None
ENCFF263SEK	fkh	directAnnotation	gene is directly annotated	ENCFF263SEK	ENCFF263SEK	ENCFF263SEK	chip	2.0	fkh	0	None	None	1	None	None
ENCFF902UQR	CG1792	directAnnotation	gene is directly annotated	ENCFF902UQR	ENCFF902UQR	ENCFF902UQR	chip	2.0	CG1792	0	None	None	1	None	None
ENCFF353NBT	CG1792	directAnnotation	gene is directly annotated	ENCFF353NBT	ENCFF353NBT	ENCFF353NBT	chip	2.0	CG1792	0	None	None	1	None	None
ENCFF134DVY	CG1792	directAnnotation	gene is directly annotated	ENCFF134DVY	ENCFF134DVY	ENCFF134DVY	chip	2.0	CG1792	0	None	None	1	None	None
ENCFF722FKT	HLH54F	directAnnotation	gene is directly annotated	ENCFF722FKT	ENCFF722FKT	ENCFF722FKT	chip	2.0	HLH54F	0	None	None	1	None	None
ENCFF044PCO	HLH54F	directAnnotation	gene is directly annotated	ENCFF044PCO	ENCFF044PCO	ENCFF044PCO	chip	2.0	HLH54F	0	None	None	1	None	None
ENCFF183POY	HLH54F	directAnnotation	gene is directly annotated	ENCFF183POY	ENCFF183POY	ENCFF183POY	chip	2.0	HLH54F	0	None	None	1	None	None
ENCFF138VHI	HLH54F	directAnnotation	gene is directly annotated	ENCFF138VHI	ENCFF138VHI	ENCFF138VHI	chip	2.0	HLH54F	0	None	None	1	None	None
ENCFF738MAM	CG3163	directAnnotation	gene is directly annotated	ENCFF738MAM	ENCFF738MAM	ENCFF738MAM	chip	2.0	CG3163	0	None	None	1	None	None
ENCFF023ZQO	CG3163	directAnnotation	gene is directly annotated	ENCFF023ZQO	ENCFF023ZQO	ENCFF023ZQO	chip	2.0	CG3163	0	None	None	1	None	None
ENCFF271LPM	CG3163	directAnnotation	gene is directly annotated	ENCFF271LPM	ENCFF271LPM	ENCFF271LPM	chip	2.0	CG3163	0	None	None	1	None	None
ENCFF171XNI	CG3163	directAnnotation	gene is directly annotated	ENCFF171XNI	ENCFF171XNI	ENCFF171XNI	chip	2.0	CG3163	0	None	None	1	None	None
ENCFF084IIN	E(spl)mbeta-HLH	directAnnotation	gene is directly annotated	ENCFF084IIN	ENCFF084IIN	ENCFF084IIN	chip	2.0	E(spl)mbeta-HLH	0	None	None	1	None	None
ENCFF163FVJ	E(spl)mbeta-HLH	directAnnotation	gene is directly annotated	ENCFF163FVJ	ENCFF163FVJ	ENCFF163FVJ	chip	2.0	E(spl)mbeta-HLH	0	None	None	1	None	None
ENCFF193WTK	E(spl)mbeta-HLH	directAnnotation	gene is directly annotated	ENCFF193WTK	ENCFF193WTK	ENCFF193WTK	chip	2.0	E(spl)mbeta-HLH	0	None	None	1	None	None
ENCFF797ZYW	CG4707	directAnnotation	gene is directly annotated	ENCFF797ZYW	ENCFF797ZYW	ENCFF797ZYW	chip	2.0	CG4707	0	None	None	1	None	None
ENCFF111WUP	CG4707	directAnnotation	gene is directly annotated	ENCFF111WUP	ENCFF111WUP	ENCFF111WUP	chip	2.0	CG4707	0	None	None	1	None	None
ENCFF812IBC	CG4707	directAnnotation	gene is directly annotated	ENCFF812IBC	ENCFF812IBC	ENCFF812IBC	chip	2.0	CG4707	0	None	None	1	None	None
ENCFF723YRI	CG10209	directAnnotation	gene is directly annotated	ENCFF723YRI	ENCFF723YRI	ENCFF723YRI	chip	2.0	CG10209	0	None	None	1	None	None
ENCFF599YFU	CG10209	directAnnotation	gene is directly annotated	ENCFF599YFU	ENCFF599YFU	ENCFF599YFU	chip	2.0	CG10209	0	None	None	1	None	None
ENCFF319OAD	CG10209	directAnnotation	gene is directly annotated	ENCFF319OAD	ENCFF319OAD	ENCFF319OAD	chip	2.0	CG10209	0	None	None	1	None	None
ENCFF227QFS	CG10209	directAnnotation	gene is directly annotated	ENCFF227QFS	ENCFF227QFS	ENCFF227QFS	chip	2.0	CG10209	0	None	None	1	None	None
ENCFF486XIU	CG17359	directAnnotation	gene is directly annotated	ENCFF486XIU	ENCFF486XIU	ENCFF486XIU	chip	2.0	CG17359	0	None	None	1	None	None
ENCFF463SWK	CG17359	directAnnotation	gene is directly annotated	ENCFF463SWK	ENCFF463SWK	ENCFF463SWK	chip	2.0	CG17359	0	None	None	1	None	None
ENCFF661MUG	CG17359	directAnnotation	gene is directly annotated	ENCFF661MUG	ENCFF661MUG	ENCFF661MUG	chip	2.0	CG17359	0	None	None	1	None	None
ENCFF062OEW	CG17359	directAnnotation	gene is directly annotated	ENCFF062OEW	ENCFF062OEW	ENCFF062OEW	chip	2.0	CG17359	0	None	None	1	None	None
ENCFF867PMR	Six4	directAnnotation	gene is directly annotated	ENCFF867PMR	ENCFF867PMR	ENCFF867PMR	chip	2.0	Six4	0	None	None	1	None	None
ENCFF021ADY	Six4	directAnnotation	gene is directly annotated	ENCFF021ADY	ENCFF021ADY	ENCFF021ADY	chip	2.0	Six4	0	None	None	1	None	None
ENCFF717YKX	Six4	directAnnotation	gene is directly annotated	ENCFF717YKX	ENCFF717YKX	ENCFF717YKX	chip	2.0	Six4	0	None	None	1	None	None
ENCFF307VDU	E(z)	directAnnotation	gene is directly annotated	ENCFF307VDU	ENCFF307VDU	ENCFF307VDU	chip	2.0	E(z)	0	None	None	1	None	None
ENCFF663FAB	E(z)	directAnnotation	gene is directly annotated	ENCFF663FAB	ENCFF663FAB	ENCFF663FAB	chip	2.0	E(z)	0	None	None	1	None	None
ENCFF265BZA	E(z)	directAnnotation	gene is directly annotated	ENCFF265BZA	ENCFF265BZA	ENCFF265BZA	chip	2.0	E(z)	0	None	None	1	None	None
ENCFF393ZON	E(z)	directAnnotation	gene is directly annotated	ENCFF393ZON	ENCFF393ZON	ENCFF393ZON	chip	2.0	E(z)	0	None	None	1	None	None
ENCFF774BOO	ftz-f1	directAnnotation	gene is directly annotated	ENCFF774BOO	ENCFF774BOO	ENCFF774BOO	chip	2.0	ftz-f1	0	None	None	1	None	None
ENCFF341VQQ	ftz-f1	directAnnotation	gene is directly annotated	ENCFF341VQQ	ENCFF341VQQ	ENCFF341VQQ	chip	2.0	ftz-f1	0	None	None	1	None	None
ENCFF793QMF	ftz-f1	directAnnotation	gene is directly annotated	ENCFF793QMF	ENCFF793QMF	ENCFF793QMF	chip	2.0	ftz-f1	0	None	None	1	None	None
ENCFF808DPE	sage	directAnnotation	gene is directly annotated	ENCFF808DPE	ENCFF808DPE	ENCFF808DPE	chip	2.0	sage	0	None	None	1	None	None
ENCFF887YMD	sage	directAnnotation	gene is directly annotated	ENCFF887YMD	ENCFF887YMD	ENCFF887YMD	chip	2.0	sage	0	None	None	1	None	None
ENCFF938AJF	sage	directAnnotation	gene is directly annotated	ENCFF938AJF	ENCFF938AJF	ENCFF938AJF	chip	2.0	sage	0	None	None	1	None	None
ENCFF643OWS	Pdp1	directAnnotation	gene is directly annotated	ENCFF643OWS	ENCFF643OWS	ENCFF643OWS	chip	2.0	Pdp1	0	None	None	1	None	None
ENCFF133VHQ	Pdp1	directAnnotation	gene is directly annotated	ENCFF133VHQ	ENCFF133VHQ	ENCFF133VHQ	chip	2.0	Pdp1	0	None	None	1	None	None
ENCFF189TQF	Pdp1	directAnnotation	gene is directly annotated	ENCFF189TQF	ENCFF189TQF	ENCFF189TQF	chip	2.0	Pdp1	0	None	None	1	None	None
ENCFF901DVC	Pdp1	directAnnotation	gene is directly annotated	ENCFF901DVC	ENCFF901DVC	ENCFF901DVC	chip	2.0	Pdp1	0	None	None	1	None	None
ENCFF444QWQ	tio	directAnnotation	gene is directly annotated	ENCFF444QWQ	ENCFF444QWQ	ENCFF444QWQ	chip	2.0	tio	0	None	None	1	None	None
ENCFF535XEH	tio	directAnnotation	gene is directly annotated	ENCFF535XEH	ENCFF535XEH	ENCFF535XEH	chip	2.0	tio	0	None	None	1	None	None
ENCFF478WCN	tio	directAnnotation	gene is directly annotated	ENCFF478WCN	ENCFF478WCN	ENCFF478WCN	chip	2.0	tio	0	None	None	1	None	None
ENCFF839ROJ	CG2116	directAnnotation	gene is directly annotated	ENCFF839ROJ	ENCFF839ROJ	ENCFF839ROJ	chip	2.0	CG2116	0	None	None	1	None	None
ENCFF664IAO	CG2116	directAnnotation	gene is directly annotated	ENCFF664IAO	ENCFF664IAO	ENCFF664IAO	chip	2.0	CG2116	0	None	None	1	None	None
ENCFF991XIJ	CG2116	directAnnotation	gene is directly annotated	ENCFF991XIJ	ENCFF991XIJ	ENCFF991XIJ	chip	2.0	CG2116	0	None	None	1	None	None
ENCFF115XHY	CG2116	directAnnotation	gene is directly annotated	ENCFF115XHY	ENCFF115XHY	ENCFF115XHY	chip	2.0	CG2116	0	None	None	1	None	None
ENCFF069ZOW	CG2202	directAnnotation	gene is directly annotated	ENCFF069ZOW	ENCFF069ZOW	ENCFF069ZOW	chip	2.0	CG2202	0	None	None	1	None	None
ENCFF804UOC	CG2202	directAnnotation	gene is directly annotated	ENCFF804UOC	ENCFF804UOC	ENCFF804UOC	chip	2.0	CG2202	0	None	None	1	None	None
ENCFF387JLM	CG2202	directAnnotation	gene is directly annotated	ENCFF387JLM	ENCFF387JLM	ENCFF387JLM	chip	2.0	CG2202	0	None	None	1	None	None
ENCFF421HXA	CTCF	directAnnotation	gene is directly annotated	ENCFF421HXA	ENCFF421HXA	ENCFF421HXA	chip	2.0	CTCF	0	None	None	1	None	None
ENCFF550AAG	CTCF	directAnnotation	gene is directly annotated	ENCFF550AAG	ENCFF550AAG	ENCFF550AAG	chip	2.0	CTCF	0	None	None	1	None	None
ENCFF416MQT	CTCF	directAnnotation	gene is directly annotated	ENCFF416MQT	ENCFF416MQT	ENCFF416MQT	chip	2.0	CTCF	0	None	None	1	None	None
ENCFF571HIH	CG11398	directAnnotation	gene is directly annotated	ENCFF571HIH	ENCFF571HIH	ENCFF571HIH	chip	2.0	CG11398	0	None	None	1	None	None
ENCFF073ZPH	CG11398	directAnnotation	gene is directly annotated	ENCFF073ZPH	ENCFF073ZPH	ENCFF073ZPH	chip	2.0	CG11398	0	None	None	1	None	None
ENCFF324TZX	CG11398	directAnnotation	gene is directly annotated	ENCFF324TZX	ENCFF324TZX	ENCFF324TZX	chip	2.0	CG11398	0	None	None	1	None	None
ENCFF518HPS	shn	directAnnotation	gene is directly annotated	ENCFF518HPS	ENCFF518HPS	ENCFF518HPS	chip	2.0	shn	0	None	None	1	None	None
ENCFF434EJN	shn	directAnnotation	gene is directly annotated	ENCFF434EJN	ENCFF434EJN	ENCFF434EJN	chip	2.0	shn	0	None	None	1	None	None
ENCFF079BYH	shn	directAnnotation	gene is directly annotated	ENCFF079BYH	ENCFF079BYH	ENCFF079BYH	chip	2.0	shn	0	None	None	1	None	None
ENCFF443SDB	shn	directAnnotation	gene is directly annotated	ENCFF443SDB	ENCFF443SDB	ENCFF443SDB	chip	2.0	shn	0	None	None	1	None	None
ENCFF668FNM	insv	directAnnotation	gene is directly annotated	ENCFF668FNM	ENCFF668FNM	ENCFF668FNM	chip	2.0	insv	0	None	None	1	None	None
ENCFF565WDP	insv	directAnnotation	gene is directly annotated	ENCFF565WDP	ENCFF565WDP	ENCFF565WDP	chip	2.0	insv	0	None	None	1	None	None
ENCFF089JVR	insv	directAnnotation	gene is directly annotated	ENCFF089JVR	ENCFF089JVR	ENCFF089JVR	chip	2.0	insv	0	None	None	1	None	None
ENCFF260FSB	insv	directAnnotation	gene is directly annotated	ENCFF260FSB	ENCFF260FSB	ENCFF260FSB	chip	2.0	insv	0	None	None	1	None	None
ENCFF519MOU	ZIPIC	directAnnotation	gene is directly annotated	ENCFF519MOU	ENCFF519MOU	ENCFF519MOU	chip	2.0	ZIPIC	0	None	None	1	None	None
ENCFF175ZNK	ZIPIC	directAnnotation	gene is directly annotated	ENCFF175ZNK	ENCFF175ZNK	ENCFF175ZNK	chip	2.0	ZIPIC	0	None	None	1	None	None
ENCFF638GAP	ZIPIC	directAnnotation	gene is directly annotated	ENCFF638GAP	ENCFF638GAP	ENCFF638GAP	chip	2.0	ZIPIC	0	None	None	1	None	None
ENCFF078VSS	E(spl)m7-HLH	directAnnotation	gene is directly annotated	ENCFF078VSS	ENCFF078VSS	ENCFF078VSS	chip	2.0	E(spl)m7-HLH	0	None	None	1	None	None
ENCFF594NLJ	E(spl)m7-HLH	directAnnotation	gene is directly annotated	ENCFF594NLJ	ENCFF594NLJ	ENCFF594NLJ	chip	2.0	E(spl)m7-HLH	0	None	None	1	None	None
ENCFF755OYR	E(spl)m7-HLH	directAnnotation	gene is directly annotated	ENCFF755OYR	ENCFF755OYR	ENCFF755OYR	chip	2.0	E(spl)m7-HLH	0	None	None	1	None	None
ENCFF071RLG	E(spl)m7-HLH	directAnnotation	gene is directly annotated	ENCFF071RLG	ENCFF071RLG	ENCFF071RLG	chip	2.0	E(spl)m7-HLH	0	None	None	1	None	None
ENCFF580KXC	CG30431	directAnnotation	gene is directly annotated	ENCFF580KXC	ENCFF580KXC	ENCFF580KXC	chip	2.0	CG30431	0	None	None	1	None	None
ENCFF829HLR	CG30431	directAnnotation	gene is directly annotated	ENCFF829HLR	ENCFF829HLR	ENCFF829HLR	chip	2.0	CG30431	0	None	None	1	None	None
ENCFF363ULX	CG30431	directAnnotation	gene is directly annotated	ENCFF363ULX	ENCFF363ULX	ENCFF363ULX	chip	2.0	CG30431	0	None	None	1	None	None
ENCFF440CJQ	CG15011	directAnnotation	gene is directly annotated	ENCFF440CJQ	ENCFF440CJQ	ENCFF440CJQ	chip	2.0	CG15011	0	None	None	1	None	None
ENCFF188OWC	CG15011	directAnnotation	gene is directly annotated	ENCFF188OWC	ENCFF188OWC	ENCFF188OWC	chip	2.0	CG15011	0	None	None	1	None	None
ENCFF850SCS	CG15011	directAnnotation	gene is directly annotated	ENCFF850SCS	ENCFF850SCS	ENCFF850SCS	chip	2.0	CG15011	0	None	None	1	None	None
ENCFF778WCN	CG15011	directAnnotation	gene is directly annotated	ENCFF778WCN	ENCFF778WCN	ENCFF778WCN	chip	2.0	CG15011	0	None	None	1	None	None
ENCFF459UBJ	bab2	directAnnotation	gene is directly annotated	ENCFF459UBJ	ENCFF459UBJ	ENCFF459UBJ	chip	2.0	bab2	0	None	None	1	None	None
ENCFF290JAY	bab2	directAnnotation	gene is directly annotated	ENCFF290JAY	ENCFF290JAY	ENCFF290JAY	chip	2.0	bab2	0	None	None	1	None	None
ENCFF889KEE	bab2	directAnnotation	gene is directly annotated	ENCFF889KEE	ENCFF889KEE	ENCFF889KEE	chip	2.0	bab2	0	None	None	1	None	None
ENCFF105KXS	CG13296	directAnnotation	gene is directly annotated	ENCFF105KXS	ENCFF105KXS	ENCFF105KXS	chip	2.0	CG13296	0	None	None	1	None	None
ENCFF889ZBF	CG13296	directAnnotation	gene is directly annotated	ENCFF889ZBF	ENCFF889ZBF	ENCFF889ZBF	chip	2.0	CG13296	0	None	None	1	None	None
ENCFF336XRS	CG13296	directAnnotation	gene is directly annotated	ENCFF336XRS	ENCFF336XRS	ENCFF336XRS	chip	2.0	CG13296	0	None	None	1	None	None
ENCFF203ZTF	CG13296	directAnnotation	gene is directly annotated	ENCFF203ZTF	ENCFF203ZTF	ENCFF203ZTF	chip	2.0	CG13296	0	None	None	1	None	None
ENCFF602URT	net	directAnnotation	gene is directly annotated	ENCFF602URT	ENCFF602URT	ENCFF602URT	chip	2.0	net	0	None	None	1	None	None
ENCFF874YOT	net	directAnnotation	gene is directly annotated	ENCFF874YOT	ENCFF874YOT	ENCFF874YOT	chip	2.0	net	0	None	None	1	None	None
ENCFF601RRF	net	directAnnotation	gene is directly annotated	ENCFF601RRF	ENCFF601RRF	ENCFF601RRF	chip	2.0	net	0	None	None	1	None	None
ENCFF764HJK	net	directAnnotation	gene is directly annotated	ENCFF764HJK	ENCFF764HJK	ENCFF764HJK	chip	2.0	net	0	None	None	1	None	None
ENCFF026YFU	Sidpn	directAnnotation	gene is directly annotated	ENCFF026YFU	ENCFF026YFU	ENCFF026YFU	chip	2.0	Sidpn	0	None	None	1	None	None
ENCFF382LVB	Sidpn	directAnnotation	gene is directly annotated	ENCFF382LVB	ENCFF382LVB	ENCFF382LVB	chip	2.0	Sidpn	0	None	None	1	None	None
ENCFF031WUW	Sidpn	directAnnotation	gene is directly annotated	ENCFF031WUW	ENCFF031WUW	ENCFF031WUW	chip	2.0	Sidpn	0	None	None	1	None	None
ENCFF302IPB	Coop	directAnnotation	gene is directly annotated	ENCFF302IPB	ENCFF302IPB	ENCFF302IPB	chip	2.0	Coop	0	None	None	1	None	None
ENCFF942KZC	Coop	directAnnotation	gene is directly annotated	ENCFF942KZC	ENCFF942KZC	ENCFF942KZC	chip	2.0	Coop	0	None	None	1	None	None
ENCFF197USW	Coop	directAnnotation	gene is directly annotated	ENCFF197USW	ENCFF197USW	ENCFF197USW	chip	2.0	Coop	0	None	None	1	None	None
ENCFF908XFF	Coop	directAnnotation	gene is directly annotated	ENCFF908XFF	ENCFF908XFF	ENCFF908XFF	chip	2.0	Coop	0	None	None	1	None	None
ENCFF213MFH	chif	directAnnotation	gene is directly annotated	ENCFF213MFH	ENCFF213MFH	ENCFF213MFH	chip	2.0	chif	0	None	None	1	None	None
ENCFF811HQY	chif	directAnnotation	gene is directly annotated	ENCFF811HQY	ENCFF811HQY	ENCFF811HQY	chip	2.0	chif	0	None	None	1	None	None
ENCFF833FPQ	chif	directAnnotation	gene is directly annotated	ENCFF833FPQ	ENCFF833FPQ	ENCFF833FPQ	chip	2.0	chif	0	None	None	1	None	None
ENCFF693DGM	chif	directAnnotation	gene is directly annotated	ENCFF693DGM	ENCFF693DGM	ENCFF693DGM	chip	2.0	chif	0	None	None	1	None	None
ENCFF873NXK	NC2alpha	directAnnotation	gene is directly annotated	ENCFF873NXK	ENCFF873NXK	ENCFF873NXK	chip	2.0	NC2alpha	0	None	None	1	None	None
ENCFF239HAI	NC2alpha	directAnnotation	gene is directly annotated	ENCFF239HAI	ENCFF239HAI	ENCFF239HAI	chip	2.0	NC2alpha	0	None	None	1	None	None
ENCFF820RNZ	NC2alpha	directAnnotation	gene is directly annotated	ENCFF820RNZ	ENCFF820RNZ	ENCFF820RNZ	chip	2.0	NC2alpha	0	None	None	1	None	None
ENCFF057SIL	su(Hw)	directAnnotation	gene is directly annotated	ENCFF057SIL	ENCFF057SIL	ENCFF057SIL	chip	2.0	su(Hw)	0	None	None	1	None	None
ENCFF738MKL	su(Hw)	directAnnotation	gene is directly annotated	ENCFF738MKL	ENCFF738MKL	ENCFF738MKL	chip	2.0	su(Hw)	0	None	None	1	None	None
ENCFF866YRV	su(Hw)	directAnnotation	gene is directly annotated	ENCFF866YRV	ENCFF866YRV	ENCFF866YRV	chip	2.0	su(Hw)	0	None	None	1	None	None
ENCFF739TBO	su(Hw)	directAnnotation	gene is directly annotated	ENCFF739TBO	ENCFF739TBO	ENCFF739TBO	chip	2.0	su(Hw)	0	None	None	1	None	None
ENCFF456WIJ	BtbVII	directAnnotation	gene is directly annotated	ENCFF456WIJ	ENCFF456WIJ	ENCFF456WIJ	chip	2.0	BtbVII	0	None	None	1	None	None
ENCFF010IJE	BtbVII	directAnnotation	gene is directly annotated	ENCFF010IJE	ENCFF010IJE	ENCFF010IJE	chip	2.0	BtbVII	0	None	None	1	None	None
ENCFF469JZV	BtbVII	directAnnotation	gene is directly annotated	ENCFF469JZV	ENCFF469JZV	ENCFF469JZV	chip	2.0	BtbVII	0	None	None	1	None	None
ENCFF842TPA	BtbVII	directAnnotation	gene is directly annotated	ENCFF842TPA	ENCFF842TPA	ENCFF842TPA	chip	2.0	BtbVII	0	None	None	1	None	None
ENCFF838PVF	br	directAnnotation	gene is directly annotated	ENCFF838PVF	ENCFF838PVF	ENCFF838PVF	chip	2.0	br	0	None	None	1	None	None
ENCFF052LVD	br	directAnnotation	gene is directly annotated	ENCFF052LVD	ENCFF052LVD	ENCFF052LVD	chip	2.0	br	0	None	None	1	None	None
ENCFF278BNI	br	directAnnotation	gene is directly annotated	ENCFF278BNI	ENCFF278BNI	ENCFF278BNI	chip	2.0	br	0	None	None	1	None	None
